Year,m,d,Time,Time zone,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Ground minimum temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2021,7,2,06:00,UTC,-,-,-,14.7,-,-
2021,7,3,00:00,UTC,-1,-1,20.6,-,27.5,10.8
2021,7,3,06:00,UTC,-,-,-,10.1,-,-
2021,7,4,00:00,UTC,-1,-1,21.3,-,27.3,11.6
2021,7,4,06:00,UTC,-,-,-,12.8,-,-
2021,7,5,00:00,UTC,-1,-1,23.2,-,27.9,13.9
2021,7,5,06:00,UTC,-,-,-,14.8,-,-
2021,7,6,00:00,UTC,0.2,-1,23,-,28.1,17.6
2021,7,6,06:00,UTC,-,-,-,18.1,-,-
2021,7,7,00:00,UTC,-1,-1,23.3,-,28.5,17.3
2021,7,7,06:00,UTC,-,-,-,16.6,-,-
2021,7,8,00:00,UTC,0.4,-1,22,-,25.4,18.7
2021,7,8,06:00,UTC,-,-,-,17.5,-,-
2021,7,9,00:00,UTC,-1,-1,21.2,-,27.3,14
2021,7,9,06:00,UTC,-,-,-,14.2,-,-
2021,7,10,00:00,UTC,-1,-1,26.2,-,31.9,16.1
2021,7,10,06:00,UTC,-,-,-,16.8,-,-
2021,7,11,00:00,UTC,-1,-1,23.3,-,28.8,19.1
2021,7,11,06:00,UTC,-,-,-,19.6,-,-
2021,7,12,00:00,UTC,-1,-1,21.7,-,28.1,12
2021,7,12,06:00,UTC,-,-,-,12.1,-,-
2021,7,13,00:00,UTC,-1,-1,23.6,-,30,13.3
2021,7,13,06:00,UTC,-,-,-,12.8,-,-
2021,7,14,00:00,UTC,-1,-1,25.1,-,32.1,16.3
2021,7,14,06:00,UTC,-,-,-,16.3,-,-
2021,7,15,00:00,UTC,0,-1,26.2,-,32.1,16.1
2021,7,15,06:00,UTC,-,-,-,16.2,-,-
2021,7,16,00:00,UTC,-1,-1,23.5,-,29.3,18
2021,7,16,06:00,UTC,-,-,-,18.3,-,-
2021,7,17,00:00,UTC,-1,-1,21,-,27.8,12.2
2021,7,17,06:00,UTC,-,-,-,13.7,-,-
2021,7,18,00:00,UTC,0,-1,20.9,-,29.2,11.9
2021,7,18,06:00,UTC,-,-,-,11.7,-,-
2021,7,19,00:00,UTC,-1,-1,16.8,-,22.7,12.1
2021,7,19,06:00,UTC,-,-,-,11.7,-,-
2021,7,20,00:00,UTC,2.2,-1,16.2,-,22.1,11.5
2021,7,20,06:00,UTC,-,-,-,9.6,-,-
2021,7,21,00:00,UTC,-1,-1,15.3,-,21.2,9
2021,7,21,06:00,UTC,-,-,-,8.8,-,-
2021,7,22,00:00,UTC,-1,-1,17.4,-,24.9,10.3
2021,7,22,06:00,UTC,-,-,-,8.7,-,-
2021,7,23,00:00,UTC,-1,-1,16.7,-,22.2,10.8
2021,7,24,00:00,UTC,-1,-1,17,-,22.9,8.6
2021,7,24,06:00,UTC,-,-,-,7.5,-,-
2021,7,25,00:00,UTC,-1,-1,20.1,-,26.9,10.5
2021,7,25,06:00,UTC,-,-,-,10.9,-,-
2021,7,26,00:00,UTC,-1,-1,22.1,-,29.4,12.7
2021,7,26,06:00,UTC,-,-,-,11.9,-,-
2021,7,27,00:00,UTC,7.8,-1,23.7,-,29.8,12.6
2021,7,27,06:00,UTC,-,-,-,14.6,-,-
2021,7,28,00:00,UTC,9.5,-1,20.1,-,26.1,18.3
2021,7,28,06:00,UTC,-,-,-,18.2,-,-
2021,7,29,00:00,UTC,0,-1,21.1,-,25.6,18.2
2021,7,29,06:00,UTC,-,-,-,17.5,-,-
2021,7,30,00:00,UTC,12.6,-1,16.8,-,20.9,14.1
2021,7,30,06:00,UTC,-,-,-,14.6,-,-
2021,7,31,00:00,UTC,5.2,-1,17.7,-,22.3,13
2021,7,31,06:00,UTC,-,-,-,12.3,-,-
2021,8,1,00:00,UTC,3.8,-1,17.9,-,22,14.8
2021,8,1,06:00,UTC,-,-,-,13.1,-,-
2021,8,2,00:00,UTC,0.1,-1,18.1,-,21.8,14.6
2021,8,2,06:00,UTC,-,-,-,12.7,-,-
2021,8,3,00:00,UTC,0.1,-1,14.6,-,18.7,13.4
2021,8,3,06:00,UTC,-,-,-,13.9,-,-
2021,8,4,00:00,UTC,0,-1,14.1,-,20,6.6
2021,8,4,06:00,UTC,-,-,-,3.9,-,-
2021,8,5,00:00,UTC,-1,-1,14.3,-,21.5,5.2
2021,8,5,06:00,UTC,-,-,-,4.5,-,-
2021,8,6,00:00,UTC,-1,-1,17.1,-,23.7,7.3
2021,8,6,06:00,UTC,-,-,-,6.8,-,-
2021,8,7,00:00,UTC,9.5,-1,15.7,-,19.5,13.7
2021,8,7,06:00,UTC,-,-,-,13.4,-,-
2021,8,8,00:00,UTC,5,-1,18.2,-,22,15.5
2021,8,8,06:00,UTC,-,-,-,15.3,-,-
2021,8,9,00:00,UTC,1.2,-1,17.5,-,21.6,15.2
2021,8,9,06:00,UTC,-,-,-,14.8,-,-
2021,8,10,00:00,UTC,-1,-1,18,-,21.7,15.5
2021,8,10,06:00,UTC,-,-,-,15,-,-
2021,8,11,00:00,UTC,0.1,-1,16.9,-,22.4,9.6
2021,8,11,06:00,UTC,-,-,-,9.7,-,-
2021,8,12,00:00,UTC,0.4,-1,16.9,-,21.5,14.5
2021,8,12,06:00,UTC,-,-,-,14.9,-,-
2021,8,13,00:00,UTC,3.2,-1,18.3,-,25.2,12.3
2021,8,13,06:00,UTC,-,-,-,11.2,-,-
2021,8,14,00:00,UTC,19.6,-1,17.9,-,22,15.5
2021,8,14,06:00,UTC,-,-,-,14.7,-,-
2021,8,15,00:00,UTC,9.1,-1,14.6,-,19.7,13.1
2021,8,15,06:00,UTC,-,-,-,11.7,-,-
2021,8,16,00:00,UTC,8.8,-1,16.2,-,21.1,11.2
2021,8,16,06:00,UTC,-,-,-,8.5,-,-
2021,8,17,00:00,UTC,14.5,-1,17.3,-,21.2,15.1
2021,8,17,06:00,UTC,-,-,-,14.8,-,-
2021,8,18,00:00,UTC,34.8,-1,14.8,-,18.7,13.1
2021,8,18,06:00,UTC,-,-,-,13.3,-,-
2021,8,19,00:00,UTC,2.2,-1,14.7,-,17.8,12.5
2021,8,19,06:00,UTC,-,-,-,12.5,-,-
2021,8,20,00:00,UTC,0.3,-1,15.5,-,19.1,12.9
2021,8,20,06:00,UTC,-,-,-,11.6,-,-
2021,8,21,00:00,UTC,0.5,-1,13.6,-,19.2,8
2021,8,21,06:00,UTC,-,-,-,8,-,-
2021,8,22,00:00,UTC,0,-1,13.7,-,17.4,10.8
2021,8,22,06:00,UTC,-,-,-,10.5,-,-
2021,8,23,00:00,UTC,0,-1,11.5,-,14.4,10.3
2021,8,23,06:00,UTC,-,-,-,10.7,-,-
2021,8,24,00:00,UTC,7.7,-1,11.2,-,14.4,8.2
2021,8,24,06:00,UTC,-,-,-,8.3,-,-
2021,8,25,00:00,UTC,39.9,-1,11.9,-,12.6,10.6
2021,8,25,06:00,UTC,-,-,-,10.1,-,-
2021,8,26,00:00,UTC,4.7,-1,13.3,-,15.7,11.8
2021,8,26,06:00,UTC,-,-,-,11.5,-,-
2021,8,27,00:00,UTC,0.1,-1,13,-,14.4,12.1
2021,8,27,06:00,UTC,-,-,-,11.8,-,-
2021,8,28,00:00,UTC,-1,-1,16,-,20.7,12.6
2021,8,28,06:00,UTC,-,-,-,12.3,-,-
2021,8,29,00:00,UTC,-1,-1,15.5,-,20,11.6
2021,8,29,06:00,UTC,-,-,-,11.1,-,-
2021,8,30,00:00,UTC,-1,-1,14.1,-,20.6,9.8
2021,8,30,06:00,UTC,-,-,-,9.2,-,-
2021,8,31,00:00,UTC,-1,-1,14,-,20.5,6.8
2021,8,31,06:00,UTC,-,-,-,6.4,-,-
2021,9,1,00:00,UTC,0.5,-1,11,-,15.8,8.6
2021,9,1,06:00,UTC,-,-,-,8.5,-,-
2021,9,2,00:00,UTC,3.1,-1,10.4,-,15.1,5.1
2021,9,2,06:00,UTC,-,-,-,3.8,-,-
2021,9,3,00:00,UTC,2.9,-1,9.3,-,12.9,6.8
2021,9,3,06:00,UTC,-,-,-,7.5,-,-
2021,9,4,00:00,UTC,-1,-1,7.6,-,13.2,3.8
2021,9,4,06:00,UTC,-,-,-,3.4,-,-
2021,9,5,00:00,UTC,0,-1,8.3,-,13.7,0.5
2021,9,5,06:00,UTC,-,-,-,1.7,-,-
2021,9,6,00:00,UTC,-1,-1,11,-,17,6.5
2021,9,6,06:00,UTC,-,-,-,4.6,-,-
2021,9,7,00:00,UTC,0.3,-1,11.4,-,16,2.6
2021,9,7,06:00,UTC,-,-,-,0.8,-,-
2021,9,8,00:00,UTC,0,-1,14.8,-,19.5,11.2
2021,9,8,06:00,UTC,-,-,-,9,-,-
2021,9,9,00:00,UTC,0,-1,15.3,-,21.3,8.7
2021,9,9,06:00,UTC,-,-,-,8.6,-,-
2021,9,10,00:00,UTC,0,-1,12.3,-,17.1,8.2
2021,9,10,06:00,UTC,-,-,-,8,-,-
2021,9,11,00:00,UTC,1.3,-1,14.1,-,17.4,8.6
2021,9,11,06:00,UTC,-,-,-,9.6,-,-
2021,9,12,00:00,UTC,14.6,-1,14.3,-,16.4,12.6
2021,9,12,06:00,UTC,-,-,-,12.7,-,-
2021,9,13,00:00,UTC,0.1,-1,12.5,-,14.8,8.9
2021,9,13,06:00,UTC,-,-,-,13.1,-,-
2021,9,14,00:00,UTC,-1,-1,8.8,-,12.1,6.8
2021,9,14,06:00,UTC,-,-,-,6.1,-,-
2021,9,15,00:00,UTC,-1,-1,6.9,-,10.2,3.7
2021,9,15,06:00,UTC,-,-,-,2,-,-
2021,9,16,00:00,UTC,-1,-1,7.3,-,10.1,5.7
2021,9,16,06:00,UTC,-,-,-,6,-,-
2021,9,17,00:00,UTC,0,-1,8.1,-,11.6,5.6
2021,9,17,06:00,UTC,-,-,-,5.6,-,-
2021,9,18,00:00,UTC,0.1,-1,8,-,10.9,5.2
2021,9,18,06:00,UTC,-,-,-,4.6,-,-
2021,9,19,00:00,UTC,-1,-1,7.7,-,10.8,6.7
2021,9,19,06:00,UTC,-,-,-,6.3,-,-
2021,9,20,00:00,UTC,-1,-1,6.9,-,10.5,5.8
2021,9,20,06:00,UTC,-,-,-,5.8,-,-
2021,9,21,00:00,UTC,0,-1,5.5,-,8.6,3
2021,9,21,06:00,UTC,-,-,-,3,-,-
2021,9,22,00:00,UTC,-1,-1,5.2,-,11.9,0.8
2021,9,22,06:00,UTC,-,-,-,-1.5,-,-
2021,9,23,00:00,UTC,21.3,-1,7.6,-,9.8,0.3
2021,9,23,06:00,UTC,-,-,-,-0.8,-,-
2021,9,24,00:00,UTC,5.7,-1,7.8,-,8.9,7.2
2021,9,24,06:00,UTC,-,-,-,7.1,-,-
2021,9,25,00:00,UTC,-1,-1,9.6,-,12.5,6.7
2021,9,25,06:00,UTC,-,-,-,4.8,-,-
2021,9,26,00:00,UTC,-1,-1,9.1,-,14.7,5.2
2021,9,26,06:00,UTC,-,-,-,5.9,-,-
2021,9,27,00:00,UTC,-1,-1,7.2,-,14.7,1
2021,9,27,06:00,UTC,-,-,-,0.2,-,-
2021,9,28,00:00,UTC,0.1,-1,7.8,-,11.1,2.1
2021,9,28,06:00,UTC,-,-,-,1.6,-,-
2021,9,29,00:00,UTC,-1,-1,9.1,-,10.7,7
2021,9,29,06:00,UTC,-,-,-,6.3,-,-
2021,9,30,00:00,UTC,0.3,-1,9.1,-,10.3,8.6
2021,9,30,06:00,UTC,-,-,-,8.6,-,-
2021,10,1,00:00,UTC,0.2,-1,9.3,-,10.9,6.5
2021,10,1,06:00,UTC,-,-,-,4.9,-,-
2021,10,2,00:00,UTC,-1,-1,10.3,-,12.7,8.5
2021,10,2,06:00,UTC,-,-,-,9.1,-,-
2021,10,3,00:00,UTC,-1,-1,10.6,-,13.4,6
2021,10,3,06:00,UTC,-,-,-,4.2,-,-
2021,10,4,00:00,UTC,-1,-1,11.5,-,14.2,8.2
2021,10,4,06:00,UTC,-,-,-,7.4,-,-
2021,10,5,00:00,UTC,4.6,-1,10.5,-,12.9,9.2
2021,10,5,06:00,UTC,-,-,-,10.6,-,-
2021,10,6,00:00,UTC,0.1,-1,11.8,-,13.8,9.6
2021,10,6,06:00,UTC,-,-,-,8.9,-,-
2021,10,7,00:00,UTC,0.3,-1,10.8,-,13.4,9.8
2021,10,7,06:00,UTC,-,-,-,9.6,-,-
2021,10,8,00:00,UTC,0,-1,11.2,-,12.5,10.2
2021,10,8,06:00,UTC,-,-,-,9.3,-,-
2021,10,9,00:00,UTC,0.5,-1,11.5,-,13.4,10.8
2021,10,9,06:00,UTC,-,-,-,10.4,-,-
2021,10,10,00:00,UTC,0.2,-1,11.2,-,12.9,10.5
2021,10,10,06:00,UTC,-,-,-,10.3,-,-
2021,10,11,00:00,UTC,15.8,-1,10,-,11.4,8.3
2021,10,11,06:00,UTC,-,-,-,8.8,-,-
2021,10,12,00:00,UTC,6.6,-1,7.8,-,9.9,6
2021,10,12,06:00,UTC,-,-,-,6.5,-,-
2021,10,13,00:00,UTC,-1,-1,5.4,-,9.8,1.9
2021,10,13,06:00,UTC,-,-,-,5.9,-,-
2021,10,14,00:00,UTC,1.4,-1,5.3,-,9.1,-1.8
2021,10,14,06:00,UTC,-,-,-,-3.6,-,-
2021,10,15,00:00,UTC,8.1,-1,8.1,-,10.3,7.1
2021,10,15,06:00,UTC,-,-,-,6.7,-,-
2021,10,16,00:00,UTC,0.1,-1,5.4,-,9,2.6
2021,10,16,06:00,UTC,-,-,-,1.2,-,-
2021,10,17,00:00,UTC,-1,-1,4.6,-,8.7,2.5
2021,10,17,06:00,UTC,-,-,-,0.9,-,-
2021,10,18,00:00,UTC,0,-1,4.1,-,6.3,1.7
2021,10,18,06:00,UTC,-,-,-,0.3,-,-
2021,10,19,00:00,UTC,1.5,-1,1.6,-,5.3,-2.2
2021,10,19,06:00,UTC,-,-,-,-3.2,-,-
2021,10,20,00:00,UTC,11.4,-1,8.1,-,11.8,2.3
2021,10,20,06:00,UTC,-,-,-,2,-,-
2021,10,21,00:00,UTC,15.7,-1,10.6,-,12.6,9.1
2021,10,21,06:00,UTC,-,-,-,8.4,-,-
2021,10,22,00:00,UTC,8.1,-1,5.3,-,10.9,4.3
2021,10,22,06:00,UTC,-,-,-,4.8,-,-
2021,10,23,00:00,UTC,0.3,-1,1.4,-,4.4,0.3
2021,10,23,06:00,UTC,-,-,-,0.4,-,-
2021,10,24,00:00,UTC,1.8,-1,1.6,-,4.8,-3.9
2021,10,24,06:00,UTC,-,-,-,-5,-,-
2021,10,25,00:00,UTC,-1,-1,8.8,-,10.9,4.9
2021,10,25,06:00,UTC,-,-,-,4.4,-,-
2021,10,26,00:00,UTC,2.3,-1,8.2,-,9.9,5.3
2021,10,26,06:00,UTC,-,-,-,3.8,-,-
2021,10,27,00:00,UTC,5.5,-1,7.6,-,8.9,5.7
2021,10,27,06:00,UTC,-,-,-,4.3,-,-
2021,10,28,00:00,UTC,2.5,-1,8,-,10.6,4.8
2021,10,28,06:00,UTC,-,-,-,1.9,-,-
2021,10,29,00:00,UTC,-1,-1,10.1,-,11.8,8.6
2021,10,29,06:00,UTC,-,-,-,9.5,-,-
2021,10,30,00:00,UTC,-1,-1,8.5,-,9.7,4.2
2021,10,30,06:00,UTC,-,-,-,6.7,-,-
2021,10,31,00:00,UTC,-1,-1,8.7,-,9.7,7
2021,10,31,06:00,UTC,-,-,-,7.1,-,-
2021,11,1,00:00,UTC,-1,-1,8.3,-,11.1,6
2021,11,1,06:00,UTC,-,-,-,3.8,-,-
2021,11,2,00:00,UTC,-1,-1,6.5,-,8.3,4.2
2021,11,2,06:00,UTC,-,-,-,1.8,-,-
2021,11,3,00:00,UTC,6.5,-1,6.9,-,7.5,6
2021,11,3,06:00,UTC,-,-,-,4.6,-,-
2021,11,4,00:00,UTC,4.3,-1,7.5,-,8.8,4.6
2021,11,4,06:00,UTC,-,-,-,6.8,-,-
2021,11,5,00:00,UTC,12.9,-1,6.1,-,8.5,4.8
2021,11,5,06:00,UTC,-,-,-,4.3,-,-
2021,11,6,00:00,UTC,0,-1,3.8,-,6.9,1.8
2021,11,6,06:00,UTC,-,-,-,1.7,-,-
2021,11,7,00:00,UTC,1.4,-1,1.2,-,3.3,-2.2
2021,11,7,06:00,UTC,-,-,-,-4.8,-,-
2021,11,8,00:00,UTC,0,-,0.2,-,2.5,-2
2021,11,8,06:00,UTC,-,-,-,0.4,-,-
2021,11,9,00:00,UTC,6.9,-1,-0.9,-,4.3,-8.3
2021,11,9,06:00,UTC,-,-,-,-10.8,-,-
2021,11,10,00:00,UTC,1.2,-1,7.9,-,9.7,3.8
2021,11,10,06:00,UTC,-,-,-,3.2,-,-
2021,11,11,00:00,UTC,0.3,-1,5.2,-,9.2,1.1
2021,11,11,06:00,UTC,-,-,-,-0.3,-,-
2021,11,12,00:00,UTC,-1,-1,5.2,-,7.2,3.8
2021,11,12,06:00,UTC,-,-,-,2.7,-,-
2021,11,13,00:00,UTC,-1,-1,0.1,-,5.2,-3.9
2021,11,13,06:00,UTC,-,-,-,-6.4,-,-
2021,11,14,00:00,UTC,0,-1,-0.7,-,2.1,-2.3
2021,11,14,06:00,UTC,-,-,-,-1.7,-,-
2021,11,15,00:00,UTC,0,-1,0.2,-,3.5,-4.2
2021,11,15,06:00,UTC,-,-,-,-3.7,-,-
2021,11,16,00:00,UTC,0.7,-1,5.1,-,6.1,3.4
2021,11,16,06:00,UTC,-,-,-,3.1,-,-
2021,11,17,00:00,UTC,3.8,-1,5.3,-,6,3.8
2021,11,17,06:00,UTC,-,-,-,2.8,-,-
2021,11,18,00:00,UTC,4,-1,3.9,-,5.8,1.3
2021,11,18,06:00,UTC,-,-,-,4.4,-,-
2021,11,19,00:00,UTC,2.4,-1,1.9,-,3.6,-0.6
2021,11,19,06:00,UTC,-,-,-,-3.1,-,-
2021,11,20,00:00,UTC,0,-1,3.2,-,4.7,1
2021,11,20,06:00,UTC,-,-,-,0.7,-,-
2021,11,21,00:00,UTC,0,-1,-0.4,-,3.4,-2
2021,11,21,06:00,UTC,-,-,-,-1.6,-,-
2021,11,22,00:00,UTC,2.5,-1,-4.1,-,-0.7,-7.1
2021,11,22,06:00,UTC,-,-,-,-9.4,-,-
2021,11,23,00:00,UTC,0.4,1,-0.6,-,0.9,-6.7
2021,11,23,06:00,UTC,-,-,-,-6.3,-,-
2021,11,24,00:00,UTC,1.6,1,1.8,-,4,-2.8
2021,11,24,06:00,UTC,-,-,-,-3.5,-,-
2021,11,25,00:00,UTC,2.7,-1,3.5,-,5.8,-0.9
2021,11,25,06:00,UTC,-,-,-,-1.6,-,-
2021,11,26,00:00,UTC,0,-1,-2.8,-,2.8,-5.8
2021,11,26,06:00,UTC,-,-,-,-3.4,-,-
2021,11,27,00:00,UTC,0,-1,-7.9,-,-5.6,-9.6
2021,11,27,06:00,UTC,-,-,-,-10.4,-,-
2021,11,28,00:00,UTC,0.1,-1,-7.2,-,-6.5,-8
2021,11,28,06:00,UTC,-,-,-,-8.1,-,-
2021,11,29,00:00,UTC,0.9,-1,-5.9,-,-5.2,-7.5
2021,11,29,06:00,UTC,-,-,-,-7.1,-,-
2021,11,30,00:00,UTC,0.1,1,-9.3,-,-6.5,-10.2
2021,11,30,06:00,UTC,-,-,-,-9.4,-,-
2021,12,1,00:00,UTC,0.1,1,-8.4,-,-5,-12.6
2021,12,1,06:00,UTC,-,-,-,-10.2,-,-
2021,12,2,00:00,UTC,0,1,-9.8,-,-7.4,-15.4
2021,12,2,06:00,UTC,-,-,-,-17.7,-,-
2021,12,3,00:00,UTC,0.6,1,-10.1,-,-7.6,-12.4
2021,12,3,06:00,UTC,-,-,-,-12.2,-,-
2021,12,4,00:00,UTC,0.1,2,-9.1,-,-4.9,-13.3
2021,12,4,06:00,UTC,-,-,-,-7.9,-,-
2021,12,5,00:00,UTC,0.1,2,-16,-,-12.2,-18.4
2021,12,5,06:00,UTC,-,-,-,-17,-,-
2021,12,6,00:00,UTC,0.1,2,-14.3,-,-11.8,-18.5
2021,12,6,06:00,UTC,-,-,-,-18.8,-,-
2021,12,7,00:00,UTC,0,2,-16.8,-,-13.5,-19.1
2021,12,7,06:00,UTC,-,-,-,-23.2,-,-
2021,12,8,00:00,UTC,0.1,2,-17.6,-,-15,-20.9
2021,12,8,06:00,UTC,-,-,-,-24.2,-,-
2021,12,9,00:00,UTC,0,2,-8.5,-,-4.7,-16.7
2021,12,9,06:00,UTC,-,-,-,-19.4,-,-
2021,12,10,00:00,UTC,2.6,1,-2.5,-,-1.5,-5.4
2021,12,10,06:00,UTC,-,-,-,-6.2,-,-
2021,12,11,00:00,UTC,3.5,1,-0.2,-,0.4,-1.6
2021,12,11,06:00,UTC,-,-,-,-1.7,-,-
2021,12,12,00:00,UTC,0.2,3,0.4,-,0.8,0.1
2021,12,12,06:00,UTC,-,-,-,0,-,-
2021,12,13,00:00,UTC,0.8,3,0.8,-,1.7,-0.8
2021,12,13,06:00,UTC,-,-,-,-1.6,-,-
2021,12,14,00:00,UTC,6.7,2,2.2,-,3,1.3
2021,12,14,06:00,UTC,-,-,-,0.8,-,-
2021,12,15,00:00,UTC,0.7,1,2.7,-,4.7,-0.2
2021,12,15,06:00,UTC,-,-,-,-0.3,-,-
2021,12,16,00:00,UTC,0,-1,2.7,-,4.5,1.6
2021,12,16,06:00,UTC,-,-,-,1.8,-,-
2021,12,17,00:00,UTC,1.5,-1,0.6,-,3,-0.5
2021,12,17,06:00,UTC,-,-,-,0,-,-
2021,12,18,00:00,UTC,0.4,-1,2.2,-,4.4,-1.5
2021,12,18,06:00,UTC,-,-,-,-1.7,-,-
2021,12,19,00:00,UTC,0.1,-1,-0.1,-,4.3,-2.1
2021,12,19,06:00,UTC,-,-,-,-0.1,-,-
2021,12,20,00:00,UTC,0.1,0,-8.9,-,-2.1,-11.1
2021,12,20,06:00,UTC,-,-,-,-9.3,-,-
2021,12,21,00:00,UTC,-1,0,-12.5,-,-8,-13.9
2021,12,21,06:00,UTC,-,-,-,-12.9,-,-
2021,12,22,00:00,UTC,0.7,0,-12.5,-,-9.6,-14.3
2021,12,22,06:00,UTC,-,-,-,-14.7,-,-
2021,12,23,00:00,UTC,4.7,4,-2.4,-,-1.1,-13.5
2021,12,23,06:00,UTC,-,-,-,-17.8,-,-
2021,12,24,00:00,UTC,0.1,8,-12,-,-1.2,-16.2
2021,12,24,06:00,UTC,-,-,-,-17.3,-,-
2021,12,25,00:00,UTC,0.6,8,-13,-,-8.3,-19.2
2021,12,25,06:00,UTC,-,-,-,-25.8,-,-
2021,12,26,00:00,UTC,0.1,6,-14.8,-,-8.2,-17.9
2021,12,26,06:00,UTC,-,-,-,-19.1,-,-
2021,12,27,00:00,UTC,0.1,7,-15.5,-,-11.8,-18.7
2021,12,27,06:00,UTC,-,-,-,-22.7,-,-
2021,12,28,00:00,UTC,0,7,-7.8,-,-2.2,-20.7
2021,12,28,06:00,UTC,-,-,-,-24.7,-,-
2021,12,29,00:00,UTC,3.1,6,-4.1,-,-3.1,-5.5
2021,12,29,06:00,UTC,-,-,-,-5.7,-,-
2021,12,30,00:00,UTC,3.2,10,-2.9,-,-2.2,-3.9
2021,12,30,06:00,UTC,-,-,-,-4,-,-
2021,12,31,00:00,UTC,0.1,11,-0.5,-,1.9,-2.4
2021,12,31,06:00,UTC,-,-,-,-2.3,-,-